timestamp,host,souce_ip,username,dest_port,event_type,status
2025-11-20T14:15:03.108026Z,router1,10.0.0.9,admin,58487,port_probe,900
2025-11-20T14:21:54.108026Z,router2,10.0.0.9,user1,8511,login_success,200
2025-11-20T14:13:11.108026Z,router2,10.0.0.3,user1,50598,login_success,200
2025-11-20T14:42:28.108026Z,router2,10.0.0.39,root,30980,port_scan_attempt,905
2025-11-20T13:54:06.108026Z,server1,10.0.0.5,guest,32925,login_failed,401
2025-11-20T14:44:27.108026Z,router1,10.0.0.22,admin,22429,login_success,200
2025-11-20T14:27:12.108026Z,router2,10.0.0.11,user1,36233,port_scan_attempt,905
2025-11-20T13:53:02.108026Z,fw1,10.0.0.19,user1,44955,login_failed,401
2025-11-20T14:41:52.108026Z,fw1,10.0.0.32,admin,3709,port_probe,900
2025-11-20T14:01:12.108026Z,router2,10.0.0.31,guest,14820,login_failed,401
2025-11-20T13:52:06.108026Z,router1,10.0.0.9,user1,25301,login_success,200
2025-11-20T14:37:05.108026Z,fw1,10.0.0.32,admin,41943,login_success,200
2025-11-20T14:48:37.108026Z,fw1,10.0.0.5,admin,8587,port_probe,900
2025-11-20T14:08:08.108026Z,fw1,10.0.0.28,user1,60700,port_scan_attempt,905
2025-11-20T14:31:12.108026Z,server1,10.0.0.38,guest,61087,login_success,200
2025-11-20T14:01:54.108026Z,server1,10.0.0.10,user1,7246,login_success,200
2025-11-20T14:38:11.108026Z,router1,10.0.0.7,user1,50097,port_probe,900
2025-11-20T14:34:48.108026Z,router2,10.0.0.29,admin,15674,login_success,200
2025-11-20T14:42:55.108026Z,router1,10.0.0.21,root,20721,config_change,204
2025-11-20T14:42:21.108026Z,server1,10.0.0.21,guest,29851,login_failed,401
2025-11-20T14:44:42.108026Z,router2,10.0.0.18,admin,57902,port_scan_attempt,905
2025-11-20T14:47:00.108026Z,server1,10.0.0.36,guest,65239,port_probe,900
2025-11-20T14:18:36.108026Z,router1,10.0.0.24,admin,50754,login_success,200
2025-11-20T14:36:54.108026Z,fw1,10.0.0.27,root,36288,port_probe,900
2025-11-20T14:20:14.108026Z,server1,10.0.0.5,root,21757,config_change,204
2025-11-20T14:10:12.108026Z,router1,10.0.0.35,guest,53451,port_probe,900
2025-11-20T14:28:45.108026Z,server1,10.0.0.5,guest,63537,config_change,204
2025-11-20T14:12:00.108026Z,fw1,10.0.0.26,guest,31832,config_change,204
2025-11-20T14:04:35.108026Z,fw1,10.0.0.21,user1,55944,login_success,200
2025-11-20T14:46:15.108026Z,router1,10.0.0.18,guest,3118,port_scan_attempt,905
2025-11-20T14:47:00.108026Z,server1,10.0.0.37,admin,48127,login_failed,401
2025-11-20T14:39:36.108026Z,server1,10.0.0.12,root,4787,port_scan_attempt,905
2025-11-20T14:08:00.108026Z,server1,10.0.0.35,root,8033,login_success,200
2025-11-20T14:36:22.108026Z,server1,10.0.0.23,root,33992,port_scan_attempt,905
2025-11-20T14:44:29.108026Z,fw1,10.0.0.37,user1,27121,login_failed,401
2025-11-20T14:47:14.108026Z,router2,10.0.0.5,user1,50326,login_failed,401
2025-11-20T14:24:00.108026Z,router1,10.0.0.35,admin,23264,port_probe,900
2025-11-20T14:03:59.108026Z,router2,10.0.0.20,user1,23468,config_change,204
2025-11-20T14:06:35.108026Z,server1,10.0.0.21,guest,45902,config_change,204
2025-11-20T14:01:06.108026Z,router1,10.0.0.35,guest,7029,config_change,204
2025-11-20T13:55:58.108026Z,router1,10.0.0.35,root,3555,config_change,204
2025-11-20T13:55:34.108026Z,router2,10.0.0.39,guest,28908,login_success,200
2025-11-20T14:18:36.108026Z,server1,10.0.0.7,user1,54744,config_change,204
2025-11-20T14:38:35.108026Z,server1,10.0.0.8,user1,894,login_success,200
2025-11-20T14:03:51.108026Z,server1,10.0.0.26,guest,999,config_change,204
2025-11-20T13:53:20.108026Z,router2,10.0.0.2,root,26933,config_change,204
2025-11-20T14:33:50.108026Z,server1,10.0.0.5,user1,25807,port_probe,900
2025-11-20T14:07:00.108026Z,router1,10.0.0.35,user1,63900,login_failed,401
2025-11-20T14:04:44.108026Z,server1,10.0.0.33,admin,52762,port_probe,900
2025-11-20T13:56:32.108026Z,router2,10.0.0.18,guest,41267,port_scan_attempt,905
2025-11-20T14:30:26.108026Z,router2,10.0.0.11,root,48083,port_probe,900
2025-11-20T14:19:54.108026Z,router2,10.0.0.23,user1,42062,login_failed,401
2025-11-20T14:22:02.108026Z,server1,10.0.0.35,root,12552,port_probe,900
2025-11-20T14:45:25.108026Z,router1,10.0.0.2,root,46956,port_probe,900
2025-11-20T13:53:59.108026Z,fw1,10.0.0.28,user1,17856,port_scan_attempt,905
2025-11-20T14:08:25.108026Z,router1,10.0.0.16,admin,30474,login_success,200
2025-11-20T14:38:46.108026Z,fw1,10.0.0.21,guest,7641,port_probe,900
2025-11-20T14:06:44.108026Z,router1,10.0.0.2,root,22702,config_change,204
2025-11-20T13:54:38.108026Z,server1,10.0.0.14,admin,35423,port_probe,900
2025-11-20T13:53:11.108026Z,router1,10.0.0.22,root,9348,port_probe,900
2025-11-20T14:38:48.108026Z,router1,10.0.0.23,user1,17145,port_scan_attempt,905
2025-11-20T14:19:21.108026Z,router1,10.0.0.25,user1,38171,port_probe,900
2025-11-20T14:17:44.108026Z,router2,10.0.0.22,root,47805,login_failed,401
2025-11-20T14:25:26.108026Z,router2,10.0.0.14,root,25956,port_scan_attempt,905
2025-11-20T14:21:59.108026Z,server1,10.0.0.22,guest,33542,login_success,200
2025-11-20T14:13:46.108026Z,router1,10.0.0.18,root,6224,port_scan_attempt,905
2025-11-20T13:56:16.108026Z,router2,10.0.0.30,user1,28911,port_probe,900
2025-11-20T14:03:58.108026Z,router2,10.0.0.3,user1,37274,config_change,204
2025-11-20T14:25:49.108026Z,server1,10.0.0.9,root,30571,login_success,200
2025-11-20T14:29:12.108026Z,router2,10.0.0.10,admin,46815,login_success,200
2025-11-20T14:25:23.108026Z,fw1,10.0.0.12,guest,44020,port_scan_attempt,905
2025-11-20T14:14:16.108026Z,fw1,10.0.0.7,root,14243,config_change,204
2025-11-20T14:29:46.108026Z,router1,10.0.0.6,root,10664,login_success,200
2025-11-20T14:32:37.108026Z,fw1,10.0.0.23,admin,1336,port_probe,900
2025-11-20T14:16:01.108026Z,server1,10.0.0.6,admin,27076,login_failed,401
2025-11-20T14:48:09.108026Z,router2,10.0.0.33,root,12505,port_probe,900
2025-11-20T14:30:17.108026Z,server1,10.0.0.34,user1,45633,login_success,200
2025-11-20T13:53:24.108026Z,router2,10.0.0.2,admin,35274,port_probe,900
2025-11-20T14:15:44.108026Z,fw1,10.0.0.5,user1,56048,port_scan_attempt,905
2025-11-20T14:40:25.108026Z,server1,10.0.0.21,admin,33908,login_failed,401
2025-11-20T13:56:46.108026Z,fw1,10.0.0.11,admin,49003,port_probe,900
2025-11-20T13:52:21.108026Z,router1,10.0.0.16,user1,31507,login_success,200
2025-11-20T14:42:29.108026Z,server1,10.0.0.11,admin,22629,login_success,200
2025-11-20T14:06:52.108026Z,router2,10.0.0.28,guest,9203,config_change,204
2025-11-20T14:00:45.108026Z,router2,10.0.0.3,admin,49555,login_success,200
2025-11-20T13:55:35.108026Z,router1,10.0.0.8,admin,18737,config_change,204
2025-11-20T14:08:22.108026Z,server1,10.0.0.14,user1,8235,port_scan_attempt,905
2025-11-20T14:39:05.108026Z,router1,10.0.0.14,admin,16291,login_success,200
2025-11-20T14:25:44.108026Z,router1,10.0.0.26,guest,41955,login_failed,401
2025-11-20T14:49:27.108026Z,server1,10.0.0.5,admin,22014,login_success,200
2025-11-20T13:57:51.108026Z,fw1,10.0.0.9,admin,28233,login_success,200
2025-11-20T14:45:06.108026Z,router2,10.0.0.13,guest,53758,port_probe,900
2025-11-20T14:21:44.108026Z,server1,10.0.0.38,user1,37923,port_scan_attempt,905
2025-11-20T14:06:20.108026Z,fw1,10.0.0.35,guest,48692,login_success,200
2025-11-20T14:07:07.108026Z,router1,10.0.0.34,root,13915,port_scan_attempt,905
2025-11-20T14:18:26.108026Z,router2,10.0.0.21,admin,40070,port_probe,900
2025-11-20T14:02:37.108026Z,router1,10.0.0.15,admin,15919,login_failed,401
2025-11-20T13:53:17.108026Z,server1,10.0.0.32,guest,2463,config_change,204
2025-11-20T14:22:03.108026Z,router2,10.0.0.33,root,36752,login_failed,401
2025-11-20T13:57:19.108026Z,router1,10.0.0.37,user1,28679,port_probe,900
2025-11-20T14:27:05.108026Z,router2,10.0.0.27,admin,65057,port_scan_attempt,905
2025-11-20T14:07:54.108026Z,router2,10.0.0.16,root,39128,config_change,204
2025-11-20T14:15:20.108026Z,server1,10.0.0.30,admin,51509,port_scan_attempt,905
2025-11-20T14:34:25.108026Z,fw1,10.0.0.35,root,61196,port_scan_attempt,905
2025-11-20T14:01:21.108026Z,router1,10.0.0.9,admin,2682,login_success,200
2025-11-20T14:18:44.108026Z,fw1,10.0.0.37,user1,48384,port_scan_attempt,905
2025-11-20T13:54:14.108026Z,fw1,10.0.0.9,guest,15979,login_failed,401
2025-11-20T13:59:23.108026Z,router1,10.0.0.19,root,40273,port_probe,900
2025-11-20T14:23:19.108026Z,server1,10.0.0.23,guest,39306,login_success,200
2025-11-20T14:07:10.108026Z,router2,10.0.0.12,root,20724,login_failed,401
2025-11-20T14:30:01.108026Z,server1,10.0.0.19,root,49293,login_success,200
2025-11-20T14:08:00.108026Z,server1,10.0.0.9,guest,25407,login_failed,401
2025-11-20T14:23:29.108026Z,fw1,10.0.0.15,user1,35454,config_change,204
2025-11-20T14:11:20.108026Z,router1,10.0.0.35,user1,62923,login_success,200
2025-11-20T14:04:18.108026Z,fw1,10.0.0.4,admin,34952,port_probe,900
2025-11-20T14:39:23.108026Z,router1,10.0.0.6,root,49447,config_change,204
2025-11-20T13:57:27.108026Z,server1,10.0.0.23,guest,35387,login_success,200
2025-11-20T14:03:39.108026Z,fw1,10.0.0.14,guest,57388,login_success,200
2025-11-20T14:34:21.108026Z,router1,10.0.0.18,admin,53817,login_success,200
2025-11-20T14:02:48.108026Z,router2,10.0.0.25,guest,17771,port_scan_attempt,905
2025-11-20T14:33:27.108026Z,router2,10.0.0.20,user1,15947,login_success,200
2025-11-20T14:46:01.108026Z,router1,10.0.0.25,root,48028,login_failed,401
2025-11-20T13:55:50.108026Z,router1,10.0.0.26,admin,63679,login_success,200
2025-11-20T14:44:04.108026Z,router1,10.0.0.5,user1,48192,port_probe,900
2025-11-20T14:37:15.108026Z,server1,10.0.0.27,user1,31867,login_failed,401
2025-11-20T14:39:32.108026Z,router1,10.0.0.35,guest,46360,port_scan_attempt,905
2025-11-20T14:45:22.108026Z,router1,10.0.0.4,user1,61459,port_scan_attempt,905
2025-11-20T14:43:25.108026Z,fw1,10.0.0.28,root,60982,config_change,204
2025-11-20T14:24:35.108026Z,router1,10.0.0.33,admin,9882,config_change,204
2025-11-20T14:10:52.108026Z,router2,10.0.0.21,admin,7614,port_probe,900
2025-11-20T14:34:41.108026Z,fw1,10.0.0.39,guest,62633,port_scan_attempt,905
2025-11-20T13:57:20.108026Z,router2,10.0.0.23,root,4196,port_probe,900
2025-11-20T14:45:06.108026Z,server1,10.0.0.18,root,3016,port_scan_attempt,905
2025-11-20T14:48:38.108026Z,server1,10.0.0.17,root,56050,login_success,200
2025-11-20T14:37:25.108026Z,fw1,10.0.0.25,admin,9706,login_success,200
2025-11-20T14:30:18.108026Z,server1,10.0.0.18,root,25289,port_probe,900
2025-11-20T14:28:44.108026Z,router1,10.0.0.17,guest,45362,login_failed,401
2025-11-20T14:36:11.108026Z,router2,10.0.0.16,root,43031,port_scan_attempt,905
2025-11-20T14:16:18.108026Z,router2,10.0.0.9,root,13422,port_scan_attempt,905
2025-11-20T14:46:43.108026Z,server1,10.0.0.2,admin,33637,login_failed,401
2025-11-20T14:21:21.108026Z,fw1,10.0.0.20,admin,42479,port_probe,900
2025-11-20T14:28:37.108026Z,server1,10.0.0.16,root,52917,port_probe,900
2025-11-20T14:35:15.108026Z,server1,10.0.0.9,admin,4646,port_scan_attempt,905
2025-11-20T14:20:37.108026Z,router1,10.0.0.35,admin,42042,port_probe,900
2025-11-20T14:24:13.108026Z,router2,10.0.0.34,admin,15747,port_scan_attempt,905
2025-11-20T14:12:19.108026Z,router2,10.0.0.20,root,45603,port_scan_attempt,905
2025-11-20T14:15:52.108026Z,router2,10.0.0.3,user1,27104,config_change,204
2025-11-20T14:35:58.108026Z,router2,10.0.0.12,user1,61453,port_scan_attempt,905
2025-11-20T14:19:08.108026Z,router1,10.0.0.9,guest,35998,port_probe,900
2025-11-20T14:27:07.108026Z,server1,10.0.0.29,user1,25064,login_success,200
2025-11-20T14:17:54.108026Z,router2,10.0.0.30,root,34150,port_probe,900
2025-11-20T14:24:21.108026Z,router1,10.0.0.17,guest,59675,config_change,204
2025-11-20T14:06:40.108026Z,server1,10.0.0.6,root,20602,login_success,200
2025-11-20T14:47:32.108026Z,server1,10.0.0.13,root,53360,config_change,204
2025-11-20T14:41:58.108026Z,router1,10.0.0.22,root,20304,login_failed,401
2025-11-20T14:28:37.108026Z,router1,10.0.0.7,user1,35683,login_success,200
2025-11-20T14:22:49.108026Z,router2,10.0.0.30,user1,14219,login_success,200
2025-11-20T13:59:27.108026Z,router2,10.0.0.19,admin,52245,login_failed,401
2025-11-20T14:03:47.108026Z,server1,10.0.0.24,user1,26751,login_failed,401
2025-11-20T14:08:01.108026Z,server1,10.0.0.16,guest,2871,port_probe,900
2025-11-20T14:28:33.108026Z,server1,10.0.0.23,user1,18372,config_change,204
2025-11-20T14:04:09.108026Z,fw1,10.0.0.7,admin,43744,port_scan_attempt,905
2025-11-20T14:48:40.108026Z,router2,10.0.0.35,user1,2590,port_scan_attempt,905
2025-11-20T14:48:50.108026Z,router2,10.0.0.15,root,21511,login_failed,401
