timestamp,event_type,source_ip,username
2025-01-01 10:05:48,login_failed,192.168.1.10,admin
2025-01-01 10:02:15,login_failed,192.168.1.10,admin
2025-01-01 10:00:48,login_failed,192.168.1.10,admin
2025-01-01 10:25:45,login_success,10.0.0.12,bob
2025-01-01 10:04:45,login_failed,192.168.1.20,dev
2025-01-01 10:00:09,login_failed,192.168.1.10,admin
2025-01-01 10:11:07,login_failed,10.0.0.5,bob
2025-01-01 10:13:33,login_failed,192.168.1.10,admin
2025-01-01 10:03:00,login_failed,192.168.1.10,admin
2025-01-01 10:05:30,login_failed,192.168.1.10,admin
2025-01-01 10:17:46,login_failed,10.0.0.5,alice
2025-01-01 09:40:19,login_success,10.0.0.5,david
2025-01-01 10:01:27,login_failed,192.168.1.10,admin
2025-01-01 10:25:39,login_success,172.16.0.3,bob
2025-01-01 10:26:31,login_failed,10.0.0.5,alice
2025-01-01 10:01:18,login_failed,192.168.1.10,admin
2025-01-01 10:00:21,login_failed,192.168.1.10,admin
2025-01-01 10:28:47,login_failed,10.0.0.5,alice
2025-01-01 10:05:24,login_failed,192.168.1.10,admin
2025-01-01 10:01:51,login_failed,192.168.1.10,admin
2025-01-01 10:07:51,login_failed,192.168.1.10,admin
2025-01-01 09:44:54,login_success,10.0.0.12,david
2025-01-01 10:05:54,login_failed,192.168.1.10,admin
2025-01-01 10:05:42,login_failed,192.168.1.10,admin
2025-01-01 10:08:45,login_failed,192.168.1.10,admin
2025-01-01 10:13:03,login_failed,192.168.1.10,admin
2025-01-01 10:09:03,login_failed,192.168.1.10,admin
2025-01-01 10:07:12,login_failed,192.168.1.10,admin
2025-01-01 10:05:50,login_failed,192.168.1.20,juan
2025-01-01 10:07:40,login_success,192.168.1.20,root
2025-01-01 10:14:03,login_failed,192.168.1.10,admin
2025-01-01 10:05:15,login_failed,192.168.1.20,dev
2025-01-01 10:10:54,login_failed,192.168.1.10,admin
2025-01-01 09:47:56,login_failed,10.0.0.12,carol
2025-01-01 10:07:03,login_failed,192.168.1.10,admin
2025-01-01 10:05:30,login_failed,192.168.1.20,dev
2025-01-01 10:03:21,login_failed,192.168.1.10,admin
2025-01-01 10:10:33,login_failed,192.168.1.10,admin
2025-01-01 10:08:24,login_failed,192.168.1.10,admin
2025-01-01 09:31:01,login_success,172.16.0.3,bob
2025-01-01 10:06:20,login_failed,192.168.1.20,dev
2025-01-01 10:04:55,login_failed,192.168.1.20,juan
2025-01-01 10:09:39,login_failed,192.168.1.10,admin
2025-01-01 10:12:21,login_failed,192.168.1.10,admin
2025-01-01 10:05:27,login_failed,192.168.1.10,admin
2025-01-01 10:12:27,login_failed,192.168.1.10,admin
2025-01-01 10:07:15,login_failed,192.168.1.10,admin
2025-01-01 10:04:36,login_failed,192.168.1.10,admin
2025-01-01 10:07:36,login_failed,192.168.1.10,admin
2025-01-01 10:11:00,login_failed,192.168.1.10,admin
2025-01-01 10:11:33,login_failed,192.168.1.10,admin
2025-01-01 10:04:09,login_failed,192.168.1.10,admin
2025-01-01 09:31:16,login_success,172.16.0.3,carol
2025-01-01 10:08:15,login_failed,192.168.1.10,admin
2025-01-01 10:08:09,login_failed,192.168.1.10,admin
2025-01-01 10:09:57,login_failed,192.168.1.10,admin
2025-01-01 10:11:27,login_failed,192.168.1.10,admin
2025-01-01 10:03:42,login_failed,192.168.1.10,admin
2025-01-01 10:00:19,login_failed,172.16.0.3,alice
2025-01-01 09:45:54,login_success,10.0.0.5,alice
2025-01-01 10:06:10,login_failed,192.168.1.20,maria
2025-01-01 10:05:57,login_failed,192.168.1.10,admin
2025-01-01 10:01:35,login_failed,192.168.1.20,dev
2025-01-01 10:28:04,login_success,172.16.0.3,carol
2025-01-01 10:04:25,login_failed,192.168.1.20,juan
2025-01-01 10:04:30,login_failed,192.168.1.20,maria
2025-01-01 09:35:39,login_success,172.16.0.3,bob
2025-01-01 10:04:40,login_failed,192.168.1.20,root
2025-01-01 09:40:00,login_success,10.0.0.5,david
2025-01-01 09:49:00,login_success,172.16.0.3,bob
2025-01-01 10:22:13,login_failed,10.0.0.5,alice
2025-01-01 10:13:45,login_failed,192.168.1.10,admin
2025-01-01 10:01:48,login_failed,192.168.1.10,admin
2025-01-01 10:09:48,login_failed,192.168.1.10,admin
2025-01-01 10:06:57,login_failed,192.168.1.10,admin
2025-01-01 09:54:47,login_success,10.0.0.12,alice
2025-01-01 10:12:15,login_failed,192.168.1.10,admin
2025-01-01 10:14:18,login_failed,192.168.1.10,admin
2025-01-01 10:14:21,login_failed,192.168.1.10,admin
2025-01-01 10:02:57,login_failed,192.168.1.10,admin
2025-01-01 10:05:33,login_failed,192.168.1.10,admin
2025-01-01 10:04:27,login_failed,192.168.1.10,admin
2025-01-01 10:13:15,login_failed,192.168.1.10,admin
2025-01-01 10:00:18,login_failed,192.168.1.10,admin
2025-01-01 10:05:05,login_failed,192.168.1.20,maria
2025-01-01 10:03:45,login_failed,192.168.1.20,juan
2025-01-01 10:11:01,login_success,10.0.0.5,carol
2025-01-01 10:07:54,login_failed,192.168.1.10,admin
2025-01-01 10:07:30,login_failed,192.168.1.10,admin
2025-01-01 10:08:51,login_failed,192.168.1.10,admin
2025-01-01 09:36:38,login_failed,10.0.0.5,alice
2025-01-01 10:09:12,login_failed,192.168.1.10,admin
2025-01-01 10:14:12,login_failed,192.168.1.10,admin
2025-01-01 10:00:30,login_failed,192.168.1.10,admin
2025-01-01 09:57:14,login_failed,172.16.0.3,david
2025-01-01 10:05:09,login_failed,192.168.1.10,admin
2025-01-01 10:04:03,login_failed,192.168.1.10,admin
2025-01-01 10:01:54,login_failed,192.168.1.10,admin
2025-01-01 09:35:38,login_failed,10.0.0.12,alice
2025-01-01 10:08:21,login_failed,192.168.1.10,admin
2025-01-01 10:20:31,login_success,172.16.0.3,carol
2025-01-01 10:14:51,login_failed,192.168.1.10,admin
2025-01-01 10:14:42,login_failed,192.168.1.10,admin
2025-01-01 10:09:54,login_failed,192.168.1.10,admin
2025-01-01 10:14:54,login_failed,192.168.1.10,admin
2025-01-01 09:48:23,login_success,10.0.0.5,carol
2025-01-01 10:07:18,login_failed,192.168.1.10,admin
2025-01-01 09:37:42,login_success,10.0.0.12,alice
2025-01-01 10:07:21,login_failed,192.168.1.10,admin
2025-01-01 10:00:30,login_failed,192.168.1.20,root
2025-01-01 10:06:15,login_failed,192.168.1.20,maria
2025-01-01 10:06:09,login_failed,192.168.1.10,admin
2025-01-01 10:05:45,login_failed,192.168.1.20,root
2025-01-01 10:04:48,login_failed,192.168.1.10,admin
2025-01-01 10:07:09,login_failed,192.168.1.10,admin
2025-01-01 10:11:57,login_failed,192.168.1.10,admin
2025-01-01 10:13:42,login_failed,192.168.1.10,admin
2025-01-01 10:04:51,login_failed,192.168.1.10,admin
2025-01-01 10:04:10,login_failed,192.168.1.20,dev
2025-01-01 10:06:06,login_failed,192.168.1.10,admin
2025-01-01 10:09:09,login_failed,192.168.1.10,admin
2025-01-01 10:10:06,login_failed,192.168.1.10,admin
2025-01-01 10:12:18,login_failed,192.168.1.10,admin
2025-01-01 09:32:40,login_success,10.0.0.5,bob
2025-01-01 10:14:57,login_failed,192.168.1.10,admin
2025-01-01 10:04:15,login_failed,192.168.1.20,maria
2025-01-01 10:00:00,login_failed,192.168.1.20,juan
2025-01-01 09:49:41,login_failed,172.16.0.3,alice
2025-01-01 10:01:15,login_failed,192.168.1.20,maria
2025-01-01 10:06:15,login_failed,192.168.1.10,admin
2025-01-01 10:24:48,login_success,172.16.0.3,david
2025-01-01 10:11:09,login_failed,192.168.1.10,admin
2025-01-01 10:01:13,login_success,172.16.0.3,alice
2025-01-01 10:10:57,login_failed,192.168.1.10,admin
2025-01-01 10:06:27,login_failed,192.168.1.10,admin
2025-01-01 10:05:56,login_success,10.0.0.5,david
2025-01-01 10:14:30,login_failed,192.168.1.10,admin
2025-01-01 10:02:20,login_failed,192.168.1.20,juan
2025-01-01 10:06:25,login_failed,192.168.1.20,juan
2025-01-01 10:04:40,login_failed,172.16.0.3,bob
2025-01-01 10:04:35,login_failed,192.168.1.20,dev
2025-01-01 10:25:38,login_success,10.0.0.12,alice
2025-01-01 10:05:35,login_failed,192.168.1.20,maria
2025-01-01 10:03:20,login_failed,192.168.1.20,maria
2025-01-01 10:05:36,login_failed,192.168.1.10,admin
2025-01-01 10:08:57,login_failed,192.168.1.10,admin
2025-01-01 09:49:41,login_success,10.0.0.5,alice
2025-01-01 10:03:15,login_failed,192.168.1.20,root
2025-01-01 10:02:30,login_failed,192.168.1.20,maria
2025-01-01 09:44:39,login_success,10.0.0.5,carol
2025-01-01 10:05:00,login_failed,192.168.1.20,root
2025-01-01 10:11:39,login_failed,192.168.1.10,admin
2025-01-01 10:00:55,login_failed,192.168.1.20,maria
2025-01-01 10:08:12,login_failed,192.168.1.10,admin
2025-01-01 10:06:48,login_failed,192.168.1.10,admin
2025-01-01 10:09:51,login_failed,192.168.1.10,admin
2025-01-01 10:12:54,login_failed,192.168.1.10,admin
2025-01-01 10:11:36,login_failed,192.168.1.10,admin
2025-01-01 10:05:45,login_failed,192.168.1.10,admin
2025-01-01 10:06:00,login_failed,192.168.1.10,admin
2025-01-01 10:08:20,login_success,172.16.0.3,alice
2025-01-01 10:11:12,login_failed,192.168.1.10,admin
2025-01-01 10:17:02,login_failed,172.16.0.3,david
2025-01-01 10:03:05,login_failed,192.168.1.20,dev
2025-01-01 10:06:21,login_failed,192.168.1.10,admin
2025-01-01 10:14:15,login_failed,192.168.1.10,admin
2025-01-01 10:01:55,login_failed,172.16.0.3,alice
2025-01-01 10:05:21,login_failed,192.168.1.10,admin
2025-01-01 10:20:36,login_success,172.16.0.3,bob
2025-01-01 10:16:19,login_success,10.0.0.12,bob
2025-01-01 10:06:39,login_failed,192.168.1.10,admin
2025-01-01 10:05:20,login_failed,192.168.1.20,root
2025-01-01 10:02:12,login_failed,192.168.1.10,admin
2025-01-01 10:08:52,login_success,172.16.0.3,david
2025-01-01 10:03:15,login_failed,192.168.1.10,admin
2025-01-01 10:14:09,login_failed,192.168.1.10,admin
2025-01-01 10:04:15,login_failed,192.168.1.10,admin
2025-01-01 10:12:06,login_failed,192.168.1.10,admin
2025-01-01 10:09:18,login_failed,192.168.1.10,admin
2025-01-01 10:06:03,login_failed,172.16.0.3,bob
2025-01-01 10:07:57,login_failed,192.168.1.10,admin
2025-01-01 10:00:36,login_failed,192.168.1.10,admin
2025-01-01 10:01:45,login_failed,192.168.1.10,admin
2025-01-01 10:01:24,login_failed,192.168.1.10,admin
2025-01-01 10:08:30,login_failed,192.168.1.10,admin
2025-01-01 10:07:06,login_failed,192.168.1.10,admin
2025-01-01 09:43:06,login_success,10.0.0.12,carol
2025-01-01 09:38:20,login_failed,10.0.0.5,alice
2025-01-01 10:11:03,login_failed,192.168.1.10,admin
2025-01-01 10:04:45,login_failed,192.168.1.10,admin
2025-01-01 10:02:33,login_failed,192.168.1.10,admin
2025-01-01 10:12:00,login_failed,192.168.1.10,admin
2025-01-01 10:06:05,login_failed,192.168.1.20,juan
2025-01-01 10:06:35,login_failed,192.168.1.20,maria
2025-01-01 10:08:54,login_failed,192.168.1.10,admin
2025-01-01 10:02:03,login_failed,192.168.1.10,admin
2025-01-01 09:49:56,login_success,10.0.0.12,alice
2025-01-01 09:50:04,login_success,10.0.0.5,carol
2025-01-01 10:10:18,login_failed,192.168.1.10,admin
2025-01-01 10:14:06,login_failed,192.168.1.10,admin
2025-01-01 10:12:42,login_failed,192.168.1.10,admin
2025-01-01 10:18:45,login_success,172.16.0.3,david
2025-01-01 10:00:12,login_failed,192.168.1.10,admin
2025-01-01 10:12:48,login_failed,192.168.1.10,admin
2025-01-01 09:48:29,login_success,10.0.0.12,carol
2025-01-01 10:05:00,login_failed,192.168.1.10,admin
2025-01-01 10:11:18,login_failed,192.168.1.10,admin
2025-01-01 10:28:01,login_failed,172.16.0.3,alice
2025-01-01 10:10:39,login_failed,192.168.1.10,admin
2025-01-01 10:19:05,login_failed,10.0.0.5,carol
2025-01-01 10:08:33,login_failed,192.168.1.10,admin
2025-01-01 10:04:54,login_failed,192.168.1.10,admin
2025-01-01 10:14:36,login_failed,192.168.1.10,admin
2025-01-01 10:10:45,login_failed,192.168.1.10,admin
2025-01-01 10:03:03,login_failed,192.168.1.10,admin
2025-01-01 10:02:21,login_failed,192.168.1.10,admin
2025-01-01 10:01:36,login_failed,192.168.1.10,admin
2025-01-01 10:13:21,login_failed,192.168.1.10,admin
2025-01-01 10:02:10,login_failed,192.168.1.20,juan
2025-01-01 10:10:00,login_failed,192.168.1.10,admin
2025-01-01 10:04:52,login_failed,10.0.0.12,carol
2025-01-01 10:01:21,login_failed,192.168.1.10,admin
2025-01-01 09:59:34,login_success,10.0.0.12,carol
2025-01-01 10:11:30,login_failed,192.168.1.10,admin
2025-01-01 10:13:00,login_failed,192.168.1.10,admin
2025-01-01 10:14:24,login_failed,192.168.1.10,admin
2025-01-01 10:08:06,login_failed,192.168.1.10,admin
2025-01-01 09:41:08,login_failed,10.0.0.5,alice
2025-01-01 10:06:54,login_failed,192.168.1.10,admin
2025-01-01 10:03:06,login_failed,192.168.1.10,admin
2025-01-01 10:06:45,login_failed,192.168.1.10,admin
2025-01-01 10:06:24,login_failed,192.168.1.10,admin
2025-01-01 10:20:51,login_success,10.0.0.12,carol
2025-01-01 10:00:24,login_failed,192.168.1.10,admin
2025-01-01 10:02:05,login_failed,192.168.1.20,maria
2025-01-01 10:09:41,login_failed,172.16.0.3,bob
2025-01-01 10:03:12,login_failed,192.168.1.10,admin
2025-01-01 10:15:30,login_success,192.168.1.10,admin
2025-01-01 10:00:42,login_failed,192.168.1.10,admin
2025-01-01 10:07:48,login_failed,192.168.1.10,admin
2025-01-01 10:02:00,login_failed,192.168.1.10,admin
2025-01-01 10:06:30,login_failed,192.168.1.20,root
2025-01-01 10:03:12,login_success,10.0.0.12,bob
2025-01-01 10:09:25,login_failed,172.16.0.3,carol
2025-01-01 10:10:48,login_failed,192.168.1.10,admin
2025-01-01 10:13:57,login_failed,192.168.1.10,admin
2025-01-01 10:21:32,login_success,10.0.0.5,carol
2025-01-01 09:46:40,login_success,10.0.0.5,alice
2025-01-01 10:03:00,login_failed,192.168.1.20,juan
2025-01-01 10:11:48,login_failed,192.168.1.10,admin
2025-01-01 10:10:21,login_failed,192.168.1.10,admin
2025-01-01 10:10:36,login_failed,192.168.1.10,admin
2025-01-01 10:14:45,login_failed,192.168.1.10,admin
2025-01-01 10:26:41,login_success,172.16.0.3,carol
2025-01-01 10:12:33,login_failed,192.168.1.10,admin
2025-01-01 10:05:51,login_success,10.0.0.12,carol
2025-01-01 10:24:41,login_success,10.0.0.12,bob
2025-01-01 10:00:10,login_failed,192.168.1.20,juan
2025-01-01 10:04:05,login_failed,192.168.1.20,root
2025-01-01 10:13:27,login_failed,192.168.1.10,admin
2025-01-01 10:10:03,login_failed,192.168.1.10,admin
2025-01-01 10:08:03,login_failed,192.168.1.10,admin
2025-01-01 10:02:09,login_failed,192.168.1.10,admin
2025-01-01 10:10:51,login_failed,192.168.1.10,admin
2025-01-01 10:04:33,login_failed,10.0.0.12,david
2025-01-01 10:09:30,login_failed,192.168.1.10,admin
2025-01-01 10:00:40,login_failed,192.168.1.20,root
2025-01-01 10:12:57,login_failed,192.168.1.10,admin
2025-01-01 10:05:15,login_failed,192.168.1.10,admin
2025-01-01 10:02:39,login_failed,192.168.1.10,admin
2025-01-01 09:55:18,login_failed,172.16.0.3,david
2025-01-01 10:00:03,login_failed,192.168.1.10,admin
2025-01-01 10:25:47,login_failed,172.16.0.3,alice
2025-01-01 10:04:51,login_failed,172.16.0.3,alice
2025-01-01 10:02:27,login_failed,192.168.1.10,admin
2025-01-01 09:53:17,login_success,10.0.0.12,alice
2025-01-01 10:04:00,login_failed,192.168.1.10,admin
2025-01-01 10:10:15,login_failed,192.168.1.10,admin
2025-01-01 10:01:42,login_failed,192.168.1.10,admin
2025-01-01 10:13:09,login_failed,192.168.1.10,admin
2025-01-01 09:46:23,login_success,172.16.0.3,alice
2025-01-01 10:05:25,login_failed,192.168.1.20,dev
2025-01-01 10:04:33,login_failed,192.168.1.10,admin
2025-01-01 10:03:10,login_failed,192.168.1.20,dev
2025-01-01 09:39:37,login_success,10.0.0.12,carol
2025-01-01 10:02:36,login_failed,192.168.1.10,admin
2025-01-01 10:03:40,login_failed,192.168.1.20,root
2025-01-01 10:13:12,login_failed,192.168.1.10,admin
2025-01-01 10:12:03,login_failed,192.168.1.10,admin
2025-01-01 10:00:39,login_failed,192.168.1.10,admin
2025-01-01 10:01:10,login_failed,192.168.1.20,juan
2025-01-01 10:04:24,login_failed,192.168.1.10,admin
2025-01-01 10:16:35,login_success,10.0.0.5,alice
2025-01-01 10:13:39,login_failed,192.168.1.10,admin
2025-01-01 10:08:18,login_failed,192.168.1.10,admin
2025-01-01 10:02:15,login_failed,192.168.1.20,maria
2025-01-01 09:30:32,login_failed,10.0.0.12,carol
2025-01-01 10:06:42,login_failed,192.168.1.10,admin
2025-01-01 10:00:25,login_failed,192.168.1.20,juan
2025-01-01 10:04:14,login_success,10.0.0.12,carol
2025-01-01 10:01:30,login_failed,192.168.1.20,dev
2025-01-01 10:12:09,login_failed,192.168.1.10,admin
2025-01-01 10:02:42,login_failed,192.168.1.10,admin
2025-01-01 10:05:10,login_failed,192.168.1.20,maria
2025-01-01 10:02:30,login_failed,192.168.1.10,admin
2025-01-01 09:39:19,login_failed,10.0.0.12,alice
2025-01-01 10:08:42,login_failed,192.168.1.10,admin
2025-01-01 09:53:35,login_success,10.0.0.5,david
2025-01-01 10:09:27,login_failed,192.168.1.10,admin
2025-01-01 10:23:31,login_success,10.0.0.12,david
2025-01-01 10:09:21,login_failed,192.168.1.10,admin
2025-01-01 10:08:27,login_failed,192.168.1.10,admin
2025-01-01 10:02:54,login_failed,192.168.1.10,admin
2025-01-01 10:02:24,login_failed,192.168.1.10,admin
2025-01-01 10:03:35,login_failed,192.168.1.20,dev
2025-01-01 10:11:45,login_failed,192.168.1.10,admin
2025-01-01 10:12:36,login_failed,192.168.1.10,admin
2025-01-01 10:01:03,login_failed,192.168.1.10,admin
2025-01-01 10:01:00,login_failed,192.168.1.20,dev
2025-01-01 09:52:33,login_success,10.0.0.12,bob
2025-01-01 10:08:00,login_failed,192.168.1.10,admin
2025-01-01 10:13:48,login_failed,192.168.1.10,admin
2025-01-01 09:36:48,login_success,172.16.0.3,alice
2025-01-01 10:09:33,login_failed,192.168.1.10,admin
2025-01-01 10:29:49,login_success,10.0.0.12,carol
2025-01-01 10:14:39,login_failed,192.168.1.10,admin
2025-01-01 09:56:14,login_success,10.0.0.5,carol
2025-01-01 10:03:30,login_failed,192.168.1.20,juan
2025-01-01 10:12:51,login_failed,192.168.1.10,admin
2025-01-01 10:00:35,login_failed,192.168.1.20,root
2025-01-01 10:07:27,login_failed,192.168.1.10,admin
2025-01-01 10:06:30,login_failed,192.168.1.10,admin
2025-01-01 10:07:33,login_failed,192.168.1.10,admin
2025-01-01 10:04:50,login_failed,192.168.1.20,dev
